date,beds_icu_total,beds_icu_occupied_covid_19,beds_icu_no_occupied_covid_19,beds_available_icu_beds_total,vents_total,vents_all_use_covid_19,vents_non_covid_pts_on_vents,vents_all_available_vents_not_in_use
2020-03-28,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0
2020-03-30,0,0,0,0,0,0,0,0
2020-03-31,0,0,0,0,0,0,0,0
2020-04-01,0,0,0,0,0,0,0,0
2020-04-02,0,0,0,0,0,0,0,0
2020-04-03,0,0,0,0,0,0,0,0
2020-04-04,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,0
2020-04-06,0,0,0,0,0,0,0,0
2020-04-07,0,0,0,0,0,0,0,0
2020-04-08,2981,829,881,1271,2756,501,351,1904
2020-04-09,2947,856,872,1219,2758,476,391,1891
2020-04-10,2919,781,860,1278,2905,480,353,2072
2020-04-11,2960,726,920,1314,2872,464,315,2093
2020-04-12,2908,719,853,1336,2921,440,308,2173
2020-04-13,2920,721,848,1351,2926,437,309,2180
2020-04-14,2948,738,868,1342,2895,424,331,2140
2020-04-15,2926,696,924,1306,2961,427,297,2237
2020-04-16,2915,639,918,1358,3027,417,326,2284
2020-04-17,2837,663,825,1349,3080,359,334,2387
2020-04-18,2872,649,878,1345,3117,344,332,2441
2020-04-19,2863,670,833,1360,3104,353,342,2409
2020-04-20,3008,677,906,1425,3173,369,358,2446
2020-04-21,3060,634,1009,1417,3184,335,401,2448
2020-04-22,3234,652,1178,1404,3203,333,404,2466
2020-04-23,3272,621,1201,1450,3215,325,372,2518
2020-04-24,3258,598,1204,1456,3198,324,359,2515
2020-04-25,3312,588,1304,1420,3158,310,359,2489
2020-04-26,3307,581,1277,1449,3160,284,378,2498
2020-04-27,3271,546,1279,1446,3180,275,380,2525
2020-04-28,3063,562,1162,1339,3026,267,323,2436
2020-04-29,2983,530,1169,1284,3084,263,328,2493
2020-04-30,2946,517,1187,1242,3077,247,357,2473
2020-05-01,2956,472,1189,1295,3094,245,363,2486
2020-05-02,2961,484,1143,1334,3036,250,346,2440
2020-05-03,2852,481,1131,1240,3025,265,327,2433
2020-05-04,2709,514,1071,1124,3080,283,346,2451
2020-05-05,2748,500,1094,1154,3099,247,378,2474
2020-05-06,2736,486,1132,1118,3092,227,374,2491
2020-05-07,2719,481,1153,1085,3026,219,353,2454
2020-05-08,2699,458,1151,1090,3064,213,368,2483
2020-05-09,2675,462,1100,1113,3078,205,362,2511
2020-05-10,2647,452,1067,1128,3077,213,369,2495
2020-05-11,2725,472,1038,1215,3059,212,366,2481
2020-05-12,2808,481,1145,1182,3044,217,373,2454
2020-05-13,2818,488,1190,1140,3067,217,404,2446
2020-05-14,2825,492,1219,1114,3057,213,394,2450
2020-05-15,2781,426,1255,1100,3039,199,387,2453
2020-05-16,2725,441,1241,1043,3064,205,406,2453
2020-05-17,2674,426,1192,1056,3093,212,388,2493
2020-05-18,2614,421,1112,1081,3077,206,399,2472
2020-05-19,2594,431,1152,1011,3075,197,398,2480
2020-05-20,2629,409,1184,1036,3100,175,419,2506
2020-05-21,2591,416,1197,978,3079,173,399,2507
2020-05-22,2572,403,1206,963,3108,173,383,2552
2020-05-23,2542,396,1192,954,3092,173,397,2522
2020-05-24,2533,365,1133,1035,3102,169,396,2537
2020-05-25,2571,365,1157,1049,3111,163,393,2555
2020-05-26,2536,400,1089,1047,3069,182,373,2514
2020-05-27,2545,411,1137,997,3105,178,377,2550
2020-05-28,2567,412,1191,964,3187,161,381,2645
2020-05-29,2540,387,1157,996,3084,151,364,2569
2020-05-30,2544,372,1166,1006,3056,143,352,2561
2020-05-31,2533,366,1131,1036,3066,148,351,2567
2020-06-01,2555,358,1076,1121,3052,140,368,2544
2020-06-02,2555,355,1159,1041,3089,144,375,2570
2020-06-03,2543,372,1217,954,3076,144,389,2543
2020-06-04,2601,368,1282,951,3025,147,367,2511
2020-06-05,2638,344,1310,984,3018,133,383,2502
2020-06-06,2649,335,1325,989,2988,133,383,2472
2020-06-07,2673,346,1303,1024,2989,130,374,2485
2020-06-08,2529,307,1242,980,3002,113,424,2465
2020-06-09,2487,307,1233,947,3028,113,413,2502
2020-06-10,2540,331,1254,955,2992,118,372,2502
2020-06-11,2520,329,1228,963,3015,116,383,2516
2020-06-12,2451,316,1184,951,3020,118,392,2510
2020-06-13,2416,301,1155,960,3011,113,387,2511
2020-06-14,2405,305,1109,991,3015,123,388,2504
2020-06-15,2551,313,1212,1026,3013,121,422,2470
2020-06-16,2508,238,1313,957,2994,105,455,2434
2020-06-17,2488,236,1333,919,2993,103,440,2450
2020-06-18,2482,259,1311,912,2996,111,439,2446
2020-06-19,2455,231,1322,902,2973,113,429,2431
2020-06-20,2443,226,1289,928,2952,124,430,2398
2020-06-21,2469,283,1245,941,2960,108,443,2409
2020-06-22,2488,297,1252,939,2985,110,445,2430
2020-06-23,2510,263,1313,934,2975,89,458,2428
2020-06-24,2507,276,1333,898,2964,91,423,2450
2020-06-25,2517,281,1323,913,2964,94,394,2476
2020-06-26,2535,257,1321,957,2964,82,394,2488
2020-06-27,2513,266,1271,976,2951,86,394,2471
2020-06-28,2521,265,1239,1017,2957,85,399,2473
2020-06-29,2505,272,1221,1012,2943,97,402,2444
2020-06-30,2453,232,1254,967,2941,103,411,2427
2020-07-01,2456,221,1237,998,2927,89,403,2435
2020-07-02,2453,217,1226,1010,2920,81,389,2450
2020-07-03,2469,218,1246,1005,2923,87,385,2451
2020-07-04,2438,228,1188,1022,2935,79,392,2464
2020-07-05,2418,229,1162,1027,2924,88,389,2447
2020-07-06,2414,213,1201,1000,2929,76,400,2453
2020-07-07,2448,217,1271,960,2937,87,376,2474
2020-07-08,2362,226,1248,888,2936,89,389,2458
2020-07-09,2420,227,1297,896,2947,76,404,2467
2020-07-10,2389,237,1307,845,2955,72,411,2472
2020-07-11,2390,237,1239,914,2917,68,402,2447
2020-07-12,2358,255,1217,886,2920,71,418,2431
2020-07-13,2357,266,1201,890,2995,73,404,2518
2020-07-14,2375,284,1248,843,2981,79,399,2503
2020-07-15,2493,292,1411,790,3065,86,410,2569
2020-07-16,2312,258,1259,795,2938,80,414,2444
2020-07-17,2356,245,1288,823,2910,84,417,2409
2020-07-18,2354,244,1265,845,2902,81,425,2396
2020-07-19,2349,248,1253,848,2887,85,417,2385
2020-07-20,2321,267,1199,855,2896,82,419,2395
2020-07-21,2431,327,1214,890,2928,85,438,2405
2020-07-22,2431,327,1214,890,2928,85,438,2405
2020-07-23,2398,313,828,1257,2853,69,403,2381
2020-07-24,2402,281,1085,1036,2852,63,405,2384
2020-07-25,2396,282,1051,1063,2852,62,410,2380
2020-07-26,2401,291,998,1112,2852,66,400,2386
2020-07-27,2424,304,1040,1080,2856,69,402,2385
2020-07-28,2438,279,1109,1050,2861,69,367,2425
2020-07-29,2438,301,1117,1020,2862,69,391,2402
2020-07-30,2394,280,1100,1014,2874,81,377,2416
2020-07-31,2189,322,1092,775,2877,81,373,2423
2020-08-01,2180,322,1046,812,2863,77,361,2425
2020-08-02,2174,310,1012,852,2863,81,356,2426
2020-08-03,2167,375,985,807,2912,83,419,2410
2020-08-04,2192,308,1176,708,2910,93,437,2380
2020-08-05,2205,301,1185,719,2912,82,451,2379
2020-08-06,2275,295,1235,745,2912,76,479,2357
2020-08-07,2279,284,1224,771,2910,85,470,2355
2020-08-08,2264,289,1140,835,2896,78,427,2391
2020-08-09,2265,305,1085,875,2896,81,425,2390
2020-08-10,2240,327,1093,820,2896,87,439,2370
2020-08-11,2267,294,1199,774,2896,84,448,2364
2020-08-12,2270,290,1231,749,2896,86,492,2318
2020-08-13,2263,291,1229,743,2896,80,502,2314
2020-08-14,2296,267,1221,808,2896,88,471,2337
2020-08-15,2280,265,1211,804,2896,92,432,2372
2020-08-16,2290,262,1199,829,2896,95,437,2364
2020-08-17,2303,251,1165,887,2896,94,437,2365
2020-08-18,2314,249,1260,805,2896,88,452,2356
2020-08-19,2306,257,1261,788,2896,78,471,2347
2020-08-20,2307,252,1208,847,2896,81,437,2378
2020-08-21,2334,235,1221,878,2896,76,413,2407
2020-08-22,2314,252,1108,954,2896,70,425,2401
2020-08-23,2312,248,1049,1015,2896,75,397,2424
2020-08-24,2313,276,1069,968,2896,77,402,2417
2020-08-25,2329,283,1190,856,2896,75,410,2411
2020-08-26,2344,279,1226,839,2896,71,410,2415
2020-08-27,2352,281,1189,882,2896,67,401,2428
2020-08-28,2344,278,1222,844,2896,72,415,2409
2020-08-29,2341,267,1157,917,2896,79,400,2417
2020-08-30,2344,222,1155,967,2896,79,410,2407
2020-08-31,2359,239,1123,997,2896,74,402,2420
2020-09-01,2348,247,1162,939,2896,69,446,2381
2020-09-02,2340,257,1170,913,2896,79,432,2385
2020-09-03,2341,262,1153,926,2896,78,435,2383
2020-09-04,2342,249,1174,919,2896,77,445,2374
2020-09-05,2336,232,1151,953,2896,70,467,2359
2020-09-06,2329,236,1110,983,2896,63,460,2373
2020-09-07,2330,246,1072,1012,2896,65,447,2384
2020-09-08,2328,229,1091,1008,2896,70,454,2372
2020-09-09,2311,239,1155,917,2896,68,473,2355
2020-09-10,2307,225,1220,862,2896,68,475,2353
2020-09-11,2301,234,1185,882,2896,70,485,2341
2020-09-12,2282,219,1168,895,2896,72,491,2333
2020-09-13,2284,230,1104,950,2896,74,481,2341
2020-09-14,2282,230,1109,943,2896,68,471,2357
2020-09-15,2287,237,1159,891,2896,68,474,2354
2020-09-16,2315,241,1182,892,2896,72,475,2349
2020-09-17,2300,235,1194,871,2896,76,480,2340
2020-09-18,2299,239,1165,895,2896,74,450,2372
2020-09-19,2300,218,1099,983,2896,72,455,2369
2020-09-20,2300,228,1062,1010,2896,72,438,2386
2020-09-21,2312,254,1009,1049,2896,79,431,2386
2020-09-22,2308,272,1094,942,2896,78,460,2358
2020-09-23,2314,261,1142,911,2896,83,461,2352
2020-09-24,2331,258,1181,892,2896,83,469,2344
2020-09-25,2311,259,1160,892,2896,92,452,2352
2020-09-26,2301,282,1115,904,2896,92,461,2343
2020-09-27,2301,299,1072,930,2896,93,425,2378
2020-09-28,2307,288,1074,945,2896,94,430,2372
2020-09-29,2222,265,1144,813,2896,96,478,2322
2020-09-30,2233,265,1118,850,2896,102,481,2313
2020-10-01,2234,292,1195,747,2896,102,480,2314
2020-10-02,2238,281,1187,770,2896,104,449,2343
2020-10-03,2233,279,1156,798,2896,102,462,2332
2020-10-04,2239,308,1115,816,2896,103,469,2324
2020-10-05,2244,333,1094,817,2890,103,458,2329
2020-10-06,2242,333,1160,749,2890,101,485,2304
2020-10-07,2240,342,1169,729,2890,107,489,2294
2020-10-08,2219,357,1189,673,2890,116,497,2277
2020-10-09,2232,339,1172,721,2890,115,510,2265
2020-10-10,2243,349,1122,772,2890,119,508,2263
2020-10-11,2215,346,1081,788,2890,122,495,2273
2020-10-12,2221,382,1068,771,2890,132,492,2266
2020-10-13,2226,396,1124,706,2890,125,514,2251
2020-10-14,2223,377,1121,725,2890,132,499,2259
2020-10-15,2225,379,1129,717,2890,136,491,2263
2020-10-16,2226,403,1077,746,2890,136,478,2276
2020-10-17,2223,381,1034,808,2890,119,470,2301
2020-10-18,2228,383,1007,838,2890,125,456,2309
2020-10-19,2236,412,1013,811,2832,141,479,2212
2020-10-20,2242,422,1039,781,2828,136,502,2190
2020-10-21,2149,433,1047,669,2829,143,476,2210
2020-10-22,2147,433,1053,661,2832,152,474,2206
2020-10-23,2152,481,1007,664,2835,152,468,2215
2020-10-24,2150,500,962,688,2835,165,482,2188
2020-10-25,2161,500,952,709,2832,164,465,2203
2020-10-26,2164,494,920,750,2833,156,458,2219
2020-10-27,2106,470,1026,610,2831,166,462,2203
2020-10-28,2111,508,1038,565,2832,159,462,2211
2020-10-29,2145,517,1010,618,2815,170,448,2197
2020-10-30,2162,515,996,651,2811,174,430,2207
2020-10-31,2161,495,1001,665,2811,167,461,2183
2020-11-01,2164,528,960,676,2813,170,456,2187
2020-11-02,2145,566,886,693,2813,194,443,2176
2020-11-03,2169,545,972,652,2812,183,461,2168
2020-11-04,2158,568,974,616,2813,197,446,2170
2020-11-05,2172,540,1011,621,2813,191,450,2172
2020-11-06,2175,559,1005,611,2814,195,463,2156
2020-11-07,2166,524,982,660,2813,173,465,2175
2020-11-08,2159,547,955,657,2811,180,441,2190
2020-11-09,2155,599,909,647,2814,183,444,2187
2020-11-10,2162,649,944,569,2812,196,450,2166
2020-11-11,2164,671,1010,483,2812,220,467,2125
2020-11-12,2152,664,982,506,2802,216,447,2139
2020-11-13,2141,689,949,503,2804,227,465,2112
2020-11-14,2157,729,879,549,2804,224,498,2082
2020-11-15,2159,750,843,566,2803,232,470,2101
2020-11-16,2159,796,819,544,2803,246,461,2096
2020-11-17,2171,847,853,471,2801,262,502,2037
2020-11-18,2171,854,855,462,2801,269,481,2051
2020-11-19,2153,898,790,465,2801,278,479,2044
2020-11-20,2151,925,745,481,2802,291,474,2037
2020-11-21,2147,878,767,502,2802,310,426,2066
2020-11-22,2158,915,719,524,2799,317,470,2012
2020-11-23,2156,909,722,525,2801,325,454,2022
2020-11-24,2186,956,753,477,2806,326,465,2015
2020-11-25,2169,955,751,463,2809,338,464,2007
2020-11-26,2171,946,721,504,2805,338,460,2007
2020-11-27,2175,938,695,542,2805,356,452,1997
2020-11-28,2173,951,680,542,2802,355,459,1988
2020-11-29,2164,968,676,520,2802,389,441,1972
2020-11-30,2164,990,651,523,2800,386,426,1988
2020-12-01,2186,1001,744,441,2802,407,457,1938
2020-12-02,2184,987,750,447,2798,399,449,1950
2020-12-03,2185,955,783,447,2798,383,448,1967
2020-12-04,2182,961,773,448,2794,368,445,1981
2020-12-05,2181,969,744,468,2799,381,457,1961
2020-12-06,2190,954,753,483,2799,393,447,1959
2020-12-07,2178,955,768,455,2803,399,426,1978
2020-12-08,2180,949,777,454,2797,414,441,1942
2020-12-09,2178,949,782,447,2797,410,462,1925
2020-12-10,2179,939,781,459,2802,416,452,1934
2020-12-11,2170,914,772,484,2802,418,444,1940
2020-12-12,2171,885,808,478,2805,386,449,1970
2020-12-13,2157,872,775,510,2805,385,442,1978
2020-12-14,2154,911,729,514,2807,404,441,1962
2020-12-15,2134,852,853,429,2803,380,466,1957
2020-12-16,2141,683,1026,432,2800,382,462,1956
2020-12-17,2143,674,1028,441,2801,370,436,1995
2020-12-18,2150,673,1004,473,2806,358,446,2002
2020-12-19,2154,660,986,508,2804,343,468,1993
2020-12-20,2159,665,954,540,2806,345,450,2011
2020-12-21,2145,649,1001,495,2809,356,487,1966
2020-12-22,2125,664,1015,446,2807,364,466,1977
2020-12-23,2129,633,1021,475,2812,369,471,1972
2020-12-24,2132,659,987,486,2809,366,478,1965
2020-12-25,2133,636,927,570,2804,352,469,1983
2020-12-26,2134,638,908,588,2804,360,476,1968
2020-12-27,2136,632,950,554,2801,364,489,1948
2020-12-28,2137,646,962,529,2802,363,498,1941
2020-12-29,2150,659,1025,466,2804,365,506,1933
2020-12-30,2142,633,1073,436,2803,353,504,1946
2020-12-31,2142,676,1043,423,2804,348,476,1980
2021-01-01,2141,663,969,509,2803,342,497,1964
2021-01-02,2141,648,918,575,2801,326,505,1970
2021-01-03,2137,649,933,555,2802,321,505,1976
2021-01-04,2140,591,1027,522,2799,326,503,1970
2021-01-05,2141,586,1071,484,2802,303,520,1979
2021-01-06,2156,593,1108,455,2805,306,503,1996
2021-01-07,2146,584,1068,494,2802,295,494,2013
2021-01-08,2146,579,1114,453,2803,299,500,2004
2021-01-09,2150,556,1082,512,2800,291,469,2040
2021-01-10,2148,568,1005,575,2798,286,483,2029
2021-01-11,2134,553,1019,562,2800,293,459,2048
2021-01-12,2140,550,1055,535,2797,284,466,2047
2021-01-13,2160,550,1065,545,2796,280,471,2045
2021-01-14,2163,551,1056,556,2798,285,462,2051
2021-01-15,2197,525,1069,603,2796,269,481,2046
2021-01-16,2148,527,1011,610,2800,279,454,2067
2021-01-17,2148,557,951,640,2802,282,434,2086
2021-01-18,2149,525,983,641,2802,263,431,2108
2021-01-19,2157,522,1053,582,2801,275,438,2088
2021-01-20,2161,519,1059,583,2807,266,469,2072
2021-01-21,2162,496,1072,594,2808,266,451,2091
2021-01-22,2161,478,1104,579,2807,261,448,2098
2021-01-23,2166,478,1060,628,2807,243,441,2123
2021-01-24,2156,459,1025,672,2804,257,444,2103
2021-01-25,2167,449,1000,718,2805,249,437,2119
2021-01-26,2170,430,1075,665,2803,242,442,2119
2021-01-27,2192,420,1105,667,2801,232,451,2118
2021-01-28,2174,399,1092,683,2799,219,422,2158
2021-01-29,2175,387,1099,689,2798,212,426,2160
2021-01-30,2159,372,1061,726,2800,214,423,2163
2021-01-31,2155,374,1041,740,2797,201,433,2163
2021-02-01,2145,347,1043,755,2798,200,427,2171
2021-02-02,2174,344,1158,672,2798,188,464,2146
2021-02-03,2177,331,1185,661,2798,175,447,2176
2021-02-04,2181,322,1209,650,2802,165,469,2168
2021-02-05,2177,300,1196,681,2801,163,464,2174
2021-02-06,2175,290,1137,748,2801,153,442,2206
2021-02-07,2173,285,1079,809,2797,146,422,2229
2021-02-08,2172,274,1081,817,2798,142,430,2226
2021-02-09,2174,262,1141,771,2797,138,463,2196
2021-02-10,2182,239,1162,781,2796,118,458,2220
2021-02-11,2178,227,1145,806,2797,119,461,2217
2021-02-12,2178,211,1135,832,2800,109,464,2227
2021-02-13,2179,214,1136,829,2798,108,475,2215
2021-02-14,2176,200,1112,864,2798,104,456,2238
2021-02-15,2161,201,1071,889,2799,107,449,2243
2021-02-16,2155,193,1103,859,2804,98,480,2226
2021-02-17,2162,178,1163,821,2799,90,497,2212
2021-02-18,2163,179,1186,798,2799,88,456,2255
2021-02-19,2165,172,1204,789,2801,78,466,2257
2021-02-20,2173,161,1219,793,2809,80,442,2287
2021-02-21,2161,163,1165,833,2784,73,464,2247
2021-02-22,2158,159,1164,835,2784,75,482,2227
2021-02-23,2166,158,1218,790,2781,79,471,2231
2021-02-24,2169,147,1245,777,2784,80,482,2222
2021-02-25,2180,151,1327,702,2784,79,482,2223
2021-02-26,2182,138,1293,751,2784,73,484,2227
2021-02-27,2182,116,1202,864,2785,67,505,2213
2021-02-28,2175,124,1175,876,2786,66,490,2230
2021-03-01,2182,123,1176,883,2787,64,501,2222
2021-03-02,2186,131,1311,744,2786,65,500,2221
2021-03-03,2183,131,1343,709,2785,63,512,2210
2021-03-04,2183,123,1314,746,2778,64,484,2230
2021-03-05,2180,118,1340,722,2783,60,487,2236
2021-03-06,2182,104,1318,760,2783,50,482,2251
2021-03-07,2276,105,1266,905,2782,49,475,2258
2021-03-08,2166,100,1189,877,2780,46,472,2262
2021-03-09,2160,100,1315,745,2781,44,502,2235
2021-03-10,2176,98,1370,708,2780,43,500,2237
2021-03-11,2179,104,1345,730,2781,45,490,2246
2021-03-12,2183,99,1330,754,2781,40,471,2270
2021-03-13,2181,100,1277,804,2784,45,455,2284
2021-03-14,2178,102,1264,812,2784,46,459,2279
2021-03-15,2185,99,1203,883,2781,42,454,2285
2021-03-16,2182,86,1352,744,2781,37,493,2251
2021-03-17,2188,81,1388,719,2783,36,490,2257
2021-03-18,2190,79,1359,752,2788,37,459,2292
2021-03-19,2275,81,1373,821,2789,42,489,2258
2021-03-20,2184,79,1343,762,2787,35,476,2276
2021-03-21,2189,97,1298,794,2793,39,488,2266
2021-03-22,2190,103,1244,843,2791,44,470,2277
2021-03-23,2193,94,1371,728,2788,44,463,2281
2021-03-24,2195,111,1358,726,2787,45,480,2262
2021-03-25,2190,109,1331,750,2785,47,468,2270
2021-03-26,2186,114,1354,718,2787,46,482,2259
2021-03-27,2178,107,1313,758,2782,48,472,2262
2021-03-28,2179,113,1283,783,2786,55,475,2256
2021-03-29,2181,112,1277,792,2786,50,481,2255
2021-03-30,2184,122,1333,729,2786,49,472,2265
2021-03-31,2191,121,1374,696,2787,45,479,2263
2021-04-01,2182,125,1327,730,2785,43,484,2258
2021-04-02,2181,133,1307,741,2781,45,489,2247
2021-04-03,2174,124,1256,794,2780,41,497,2242
2021-04-04,2172,123,1233,816,2777,38,484,2255
2021-04-05,2179,118,1204,857,2775,49,497,2229
2021-04-06,2176,144,1271,761,2775,62,515,2198
2021-04-07,2188,144,1364,680,2778,61,525,2192
2021-04-08,2191,156,1343,692,2772,58,508,2206
2021-04-09,2192,160,1334,698,2781,63,498,2220
2021-04-10,2205,171,1335,699,2785,69,488,2228
2021-04-11,2269,176,1310,783,2784,74,485,2225
2021-04-12,2187,178,1269,740,2781,79,481,2221
2021-04-13,2198,185,1395,618,2782,71,499,2212
2021-04-14,2191,188,1389,614,2774,71,513,2190
2021-04-15,2196,191,1381,624,2780,69,489,2222
2021-04-16,2193,193,1361,639,2783,70,503,2210
2021-04-17,2188,201,1366,621,2781,75,483,2223
2021-04-18,2184,200,1266,718,2782,76,489,2217
2021-04-19,2175,188,1284,703,2781,79,475,2227
2021-04-20,2188,197,1346,645,2779,76,523,2180
2021-04-21,2197,188,1343,666,2779,79,524,2176
2021-04-22,2185,185,1333,667,2780,78,480,2222
2021-04-23,2193,173,1354,666,2779,75,515,2189
2021-04-24,2180,182,1337,661,2789,77,504,2208
2021-04-25,2186,172,1290,724,2786,82,500,2204
2021-04-26,2176,194,1264,718,2781,82,473,2226
2021-04-27,2181,185,1346,650,2782,75,494,2213
2021-04-28,2373,184,1515,674,2784,71,515,2198
2021-04-29,2189,184,1334,671,2784,70,511,2203
2021-04-30,2204,190,1323,691,2783,72,502,2209
2021-05-01,2200,192,1312,696,2782,79,472,2231
2021-05-02,2191,181,1252,758,2782,79,498,2205
2021-05-03,2186,184,1221,781,2789,89,501,2199
2021-05-04,2182,198,1301,683,2788,89,498,2201
2021-05-05,2193,189,1355,649,2788,96,483,2209
2021-05-06,2459,177,1543,739,2786,84,500,2202
2021-05-07,2247,193,1339,715,2782,73,497,2212
2021-05-08,2245,184,1202,859,2780,78,479,2223
2021-05-09,2244,200,1196,848,2779,81,463,2235
2021-05-10,2232,199,1247,786,2777,78,467,2232
2021-05-11,2245,203,1322,720,2780,76,514,2190
2021-05-12,2240,215,1304,721,2777,86,516,2175
2021-05-13,2249,190,1272,787,2779,75,523,2181
2021-05-14,2252,191,1282,779,2778,74,508,2196
2021-05-15,2253,204,1315,734,2775,69,498,2208
2021-05-16,2247,182,1285,780,2779,73,500,2206
2021-05-17,2243,182,1287,774,2777,78,508,2191
2021-05-18,2255,195,1395,665,2778,78,554,2146
2021-05-19,2255,188,1387,680,2781,79,563,2139
2021-05-20,2245,169,1416,660,2779,76,547,2156
2021-05-21,2249,174,1400,675,2780,78,524,2178
2021-05-22,2260,179,1393,688,2785,85,522,2178
2021-05-23,2261,174,1330,757,2784,82,522,2180
2021-05-24,2257,170,1234,853,2784,90,515,2179
2021-05-25,2267,174,1376,717,2779,87,542,2150
2021-05-26,2263,165,1387,711,2776,79,529,2168
2021-05-27,2262,175,1377,710,2778,77,539,2162
2021-05-28,2263,175,1391,697,2777,81,543,2153
2021-05-29,2265,155,1421,689,2779,80,521,2178
2021-05-30,2464,148,1466,850,2779,79,495,2205
2021-05-31,2249,145,1285,819,2785,74,523,2188
2021-06-01,2247,141,1290,816,2785,77,527,2181
2021-06-02,2268,150,1394,724,2788,77,521,2190
2021-06-03,2268,139,1422,707,2784,73,537,2174
2021-06-04,2256,136,1407,713,2782,70,530,2182
2021-06-05,2261,120,1392,749,2787,64,532,2191
2021-06-06,2257,131,1370,756,2786,61,520,2205
2021-06-07,2254,127,1345,782,2783,58,529,2196
2021-06-08,2257,123,1405,729,2780,54,529,2197
2021-06-09,2258,124,1439,695,2777,48,534,2195
2021-06-10,2258,125,1438,695,2777,48,532,2197
2021-06-11,2249,125,1404,720,2778,54,523,2201
2021-06-12,2254,123,1375,756,2786,51,530,2205
2021-06-13,2229,131,1312,786,2786,51,532,2203
2021-06-14,2248,113,1335,800,2785,50,547,2188
2021-06-15,2251,113,1379,759,2786,51,556,2179
2021-06-16,2245,98,1457,690,2780,50,553,2177
2021-06-17,2242,96,1421,725,2780,53,553,2174
2021-06-18,2228,90,1385,753,2780,49,551,2180
2021-06-19,2226,82,1363,781,2777,47,527,2203
2021-06-20,2236,92,1321,823,2779,52,532,2195
2021-06-21,2232,88,1292,852,2788,48,534,2206
2021-06-22,2242,89,1436,717,2786,50,559,2177
2021-06-23,2232,83,1455,694,2782,47,535,2200
2021-06-24,2232,88,1424,720,2780,46,558,2176
2021-06-25,2224,90,1377,757,2779,40,547,2192
2021-06-26,2237,80,1288,869,2780,36,534,2210
2021-06-27,2238,79,1268,891,2780,39,532,2209
2021-06-28,2233,87,1310,836,2781,44,531,2206
2021-06-29,2230,82,1417,731,2783,41,542,2200
2021-06-30,2240,84,1444,712,2781,40,544,2197
2021-07-01,2246,75,1421,750,2781,34,548,2199
2021-07-02,2251,73,1396,782,2780,33,536,2211
2021-07-03,2249,68,1326,855,2779,29,516,2234
2021-07-04,2243,63,1316,864,2777,29,514,2234
2021-07-05,2233,68,1264,901,2777,34,521,2222
2021-07-06,2230,70,1305,855,2778,32,510,2236
2021-07-07,2233,71,1353,809,2776,29,514,2233
2021-07-08,2252,71,1416,765,2778,27,494,2257
2021-07-09,0,0,0,0,0,0,0,0
2021-07-10,2254,65,1337,852,2784,29,498,2257
2021-07-11,2252,65,1322,865,2782,29,490,2263
2021-07-12,2251,68,1315,868,2782,30,496,2256
2021-07-13,2240,73,1627,540,2781,30,506,2245
2021-07-14,2257,82,1411,764,2781,33,517,2231
2021-07-15,2249,92,1434,723,2781,41,536,2204
2021-07-16,2256,105,1390,761,2778,43,533,2202
2021-07-17,2259,111,1335,813,2776,40,506,2230
2021-07-18,2256,105,1315,836,2773,42,508,2223
2021-07-19,2253,108,1293,852,2778,44,547,2187
2021-07-20,2242,117,1429,696,2778,45,548,2185
2021-07-21,2245,135,1417,693,2777,52,529,2196
2021-07-22,2258,141,1408,709,2773,54,499,2220
2021-07-23,2260,150,1416,694,2774,56,512,2206
2021-07-24,2255,150,1376,729,2777,55,511,2211
2021-07-25,2250,154,1324,772,2777,54,524,2199
2021-07-26,2242,170,1330,742,2780,64,528,2188
2021-07-27,2245,185,1388,672,2785,70,556,2159
2021-07-28,2469,190,1582,697,2785,67,539,2179
2021-07-29,2244,190,1404,650,2782,73,517,2192
2021-07-30,2244,195,1365,684,2779,78,501,2200
2021-07-31,2255,215,1310,730,2783,86,513,2184
2021-08-01,2251,220,1300,731,2783,90,517,2176
2021-08-02,2246,235,1218,793,2783,92,493,2198
2021-08-03,2258,253,1324,681,2784,105,498,2181
2021-08-04,2259,281,1301,677,2781,105,498,2178
2021-08-05,2261,257,1312,692,2785,107,525,2153
2021-08-06,2254,261,1280,713,2787,116,532,2139
2021-08-07,2253,256,1267,730,2782,112,523,2147
2021-08-08,2252,282,1238,732,2779,119,509,2151
2021-08-09,2229,304,1226,699,2781,123,539,2119
2021-08-10,2239,305,1270,664,2780,129,550,2101
2021-08-11,2246,340,1369,537,2780,131,559,2090
2021-08-12,2243,347,1342,554,2780,140,559,2081
2021-08-13,2186,361,1311,514,2777,141,570,2066
2021-08-14,2163,353,1225,585,2774,147,568,2059
2021-08-15,2156,368,1163,625,2770,149,532,2089
2021-08-16,2154,388,1150,616,2777,161,547,2069
2021-08-17,2173,402,1188,583,2779,159,566,2054
2021-08-18,2129,434,1166,529,2788,185,524,2079
2021-08-19,2176,454,1281,441,2793,193,527,2073
2021-08-20,2176,470,1205,501,2790,216,518,2056
2021-08-21,2173,463,1147,563,2787,221,511,2055
2021-08-22,2175,481,1114,580,2792,229,500,2063
2021-08-23,2167,502,1092,573,2791,247,518,2026
2021-08-24,2185,529,1129,527,2796,250,572,1974
2021-08-25,2189,537,1129,523,2791,257,540,1994
